# spec: design-and-facts.md
# sha256: da506cfeefcc9d8cf3fdf284ea86de7eb4dd3b7f60dbebeb339fd7186babccc7
# generated: 2026-09-03 (re-stamped after rename; rows from the 2026-09-02 review)
subject	kind	status	claim	section	anchor
choke points	behavior		Return the top edges with their midpoints.	Choke points on a road network	edge (defiles when strongly negative). Return the top edges with their
recovery sites	definition		Inputs: route polyline, footprint 30 × 30 m, slope ≤ 5°, surface LAND, scenery within 60 m = 0, within 3 km of the route.	Recovery landing sites along a route	helicopter footprint 30 × 30 m; slope ≤ 5°
find_sites()	behavior		`find_sites()` in the route buffer with those criteria at 5 km spacing returns a chain of sites.	Recovery landing sites along a route	`find_sites()` in the route buffer with those criteria
trafficability	behavior		Compute `nearest("road", x, z, 1)` distance, `slope` along the straight line sampled at 25 m, and `surface` not WATER anywhere on it.	Trafficability of a point for a ground group	`nearest("road", x, z, 1)` distance
trafficability	behavior		Return reachable/unreachable with the blocking sample.	Trafficability of a point for a ground group	Return reachable/unreachable with the blocking sample
site selection	constraint		The file ranks and the campaign chooses.	Choosing a site that is not the best	The file ranks; the campaign chooses
site selection	behavior		Every `find_sites` result carries its full metric vector and the consumer selects from a band.	Choosing a site that is not the best	carries its full metric vector and the consumer selects from a band
site selection	constraint		The file must supply the metrics the campaign's selection rules need.	Choosing a site that is not the best	must supply the metrics they need
player metrics	definition		Player-facing SAM metrics all come from `visible()` and the road graph.	Choosing a site that is not the best	Player-facing metrics for a SAM candidate, all from `visible()` and the road
approach_spectrum	behavior		When the player may come from any bearing, metrics are read around the compass with `approach_spectrum`.	Choosing a site that is not the best	are read around the compass with `approach_spectrum`
approach_spectrum	behavior		The summary is the fraction of bearings with a masked way in, the widest such arc, the spread of unmask distances, plus one over the arc facing the player's base.	Choosing a site that is not the best	fraction of bearings with a masked way in, the widest such arc
unmask distance	definition		Unmask distance per corridor is where a flight at corridor altitude first enters the site's line of sight.	Choosing a site that is not the best	**Unmask distance per corridor**
blind approach	definition		A blind approach exists when a corridor at the player's altitude stays masked until inside weapon standoff.	Choosing a site that is not the best	**Blind approach exists**
blind approach	constraint		A site with no blind approach at any allowed altitude is impossible without SEAD, so reject it or pair it with SEAD.	Choosing a site that is not the best	it or pair it with a SEAD flight
dead-zone fraction	definition		Dead-zone fraction is the share of the engagement circle at low level without coverage, from `coverage()`.	Choosing a site that is not the best	**Dead-zone fraction** of the engagement circle
terrain around site	definition		Terrain around the site is mean and max relief within 5 km from the `height` tiles.	Choosing a site that is not the best	mean and max relief within 5 km
egress cover	definition		Egress cover is the nearest masked cell from the site's edge.	Choosing a site that is not the best	**Egress cover**: nearest masked cell
difficulty band	definition		A difficulty band is a range on the player-facing metrics.	Choosing a site that is not the best	A difficulty band is a range on these
difficulty band	definition		Easy = unmask distance ≥ 15 km on the primary corridor and a blind approach at 500 m AGL.	Choosing a site that is not the best	*easy* = unmask distance ≥ 15 km on the primary
difficulty band	definition		Medium = unmask 6 to 15 km and a blind approach at ≤ 200 m AGL.	Choosing a site that is not the best	*medium* = unmask 6 to 15 km
difficulty band	definition		Hard = unmask 2 to 6 km and a blind approach only at ≤ 100 m AGL.	Choosing a site that is not the best	*hard* = unmask 2 to 6 km
difficulty band	definition		Unfair = no blind approach at any allowed altitude, or unmask under 2 km on every corridor.	Choosing a site that is not the best	*unfair* = no blind approach at any allowed altitude
player rating	behavior		Player ability sets the band; a per-player rating moves up after a clean kill and down after a loss.	Choosing a site that is not the best	moves up after a clean kill
site selection	constraint		Draw from the band at random rather than taking its top entry.	Choosing a site that is not the best	Draw from the band at random
site selection	behavior		The same shape applies to a FARP and to a concealed target.	Choosing a site that is not the best	The same shape applies to a FARP
site selection	constraint		The file returns the metric vector for every candidate above the hard constraints and never collapses it into one score.	Choosing a site that is not the best	collapse it into one score inside the file
helicopter metrics	definition		A helicopter masked approach is judged at 15 to 60 m AGL.	Choosing a site that is not the best	approach is judged at 15 to 60 m AGL
helicopter metrics	definition		The decisive helicopter metric is the count of pop-up positions hidden from the threat at 5 m AGL that see the target at 30 m AGL.	Choosing a site that is not the best	5 m AGL and see the target at 30 m AGL
find_sites()	interface		`find_sites` takes `not_visible_from` and `visible_to` at given `own_alt_agl` values.	Choosing a site that is not the best	`not_visible_from` and `visible_to` at those `own_alt_agl` values
helicopter metrics	definition		Also reported: the share of pop-up positions the threat cannot see at pop-up height and the distance to egress cover.	Choosing a site that is not the best	share of them the threat cannot see at pop-up height
using-the-data	dependency		`using-the-data.md` defines every metric and gives difficulty bands for fixed-wing, helicopter, search, convoy and FARP tasks.	Choosing a site that is not the best	difficulty bands for fixed-wing, helicopter, search, convoy and FARP tasks
dcs axes	definition		DCS x is north and z is east, in metres.	Coordinate rules	DCS x is north, z is east, metres. The terrain module takes
terrain module	interface		The terrain module takes `(x, z)` scalars.	Coordinate rules	The terrain module takes `(x, z)` scalars
land api	interface		`land.*` takes Vec2 `{x, y}` where `y` is DCS z, or Vec3 `{x, y, z}` where `y` is altitude.	Coordinate rules	`land.*` takes Vec2 `{x, y}` where `y` is DCS z
coordinate conversion	constraint		Convert once at the bridge boundary and never pass a table to a terrain-module call.	Coordinate rules	Convert once at the bridge boundary
terrain.convertmeterstolatlon	dependency		Geo conversion for the file's `meta` comes from `terrain.convertMetersToLatLon(x, z)`.	Coordinate rules	`terrain.convertMetersToLatLon(x, z)`
crs_proj4	constraint		Verify the projection table against 20 sample points before stamping `crs_proj4`.	Coordinate rules	against 20 sample points before stamping `crs_proj4`
tile size	dependency		A tile blob spills to overflow pages at any size because grid_tile is a WITHOUT ROWID index b-tree with an in-page payload limit near 2 KiB.	Design decisions	pages whatever its size (`grid_tile` is a `WITHOUT ROWID` index b-tree
fill triple	constraint		After floor(h + 0.5) the fill height equals real 5 m land, so the test runs before rounding.	Geometry facts	against the exact triple before rounding (after `floor(h + 0.5)` the
fill triple	behavior		config.json.fill records the fill triple.	Geometry facts	`config.json.fill` records the triple; `pack` derives `valid` from
interpolation	dependency		Either the interior mesh is finer than 5 m or the interpolation is not linear between sparse posts.	Geometry facts	of 799, Leipzig 410), so the interior mesh is finer than 5 m or the
post spacing	dependency		Outside the hull the breakpoints sit 250 to 1 085 m apart or vanish.	Geometry facts	the breakpoints sit 250 to 1 085 m apart or vanish. The 50 m extract
post spacing	constraint		The 50 m extract undersamples the interior either way.	Geometry facts	undersamples the interior either way, and the line-of-sight
offline los check	constraint		The line-of-sight agreement figure is the measure that matters for the extract's fidelity.	Geometry facts	agreement figure is the measure that matters. The raster outside
